// ID-X-Y-Z-W

//Kamfreena
spawn - 2461	2846	3539	2	4	Kamfreena
spawn - 435	2765	10000	0	1	Pyrefiend
spawn - 435	2766	10003	0	1	Pyrefiend
spawn - 435	2764	10006	0	0	Pyrefiend
spawn - 435	2762	10008	0	1	Pyrefiend
spawn - 435	2759	9995	0	1	Pyrefiend
spawn - 417	2742	10002	0	1	Basilisk	
spawn - 417	2738	10005	0	1	Basilisk
spawn - 417	2741	10010	0	1	Basilisk
spawn - 417	2739	10008	0	1	Basilisk
spawn - 417	2740	10014	0	1	Basilisk
spawn - 417	2744	10013	0	1	Basilisk
spawn - 417	2747	10007	0	1	Basilisk
spawn - 417	2746	10013	0	1	Basilisk
spawn - 437	2705	10030	0	1	Jelly
spawn - 437	2701	10030	0	1	Jelly
spawn - 437	2698	10028	0	1	Jelly
spawn - 437	2698	10025	0	1	Jelly
spawn - 437	2699	10030	0	1	Jelly
spawn - 437	2701	10025	0	1	Jelly
spawn - 437	2702	10029	0	1	Jelly
spawn - 437	2705	10028	0	1	Jelly
spawn - 437	2708	10027	0	1	Jelly
spawn - 437	2710	10025	0	1	Jelly
spawn - 437	2707	10021	0	1	Jelly
spawn - 432	2717	10012	0	1	Turoth
spawn - 432	2715	10008	0	1	Turoth
spawn - 432	2717	10006	0	1	Turoth
spawn - 432	2718	10002	0	1	Turoth
spawn - 432	2722	10002	0	0	Turoth
spawn - 432	2725	10004	0	0	Turoth
spawn - 432	2725	10000	0	1	Turoth
spawn - 432	2723	9995	0	1	Turoth
spawn - 410	2702	9992	0	1	Kurask
spawn - 410	2699	9993	0	1	Kurask
spawn - 410	2702	9996	0	1	Kurask
spawn - 410	2700	10002	0	1	Kurask
spawn - 410	2695	9999	0	1	Kurask
spawn - 410	2694	9996	0	1	Kurask
spawn - 410	2694	10004	0	1	Kurask

//MITHRIL DRAGS
spawn - 2919	1740	5342	0	1	Mithril Dragon
spawn - 2919	1737	5350	0	1	Mithril Dragon
spawn - 2919	1749	5338	0	1	Mithril Dragon
spawn - 2919	1760	5333	0	1	Mithril Dragon
spawn - 2919	1776	5323	0	1	Mithril Dragon
spawn - 2919	1772	5336	0	1	Mithril Dragon
spawn - 2919	1773	5360	0	1	Mithril Dragon
spawn - 2919	1757	5356	0	1	Mithril Dragon

//Battle mages
spawn - 1612	3112	3938	0	1	Battle Mage - Guthix
spawn - 1612	3112	3925	0	1	Battle Mage - Guthix
spawn - 1612	3098	3926	0	1	Battle Mage - Guthix
spawn - 1610	3114	3935	0	1	Battle Mage - Zamorak
spawn - 1610	3108	3936	0	1	Battle Mage - Zamorak
spawn - 1610	3099	3929	0	1	Battle Mage - Zamorak
spawn - 1611	3113	3931	0	1	Battle Mage - Saradomin
spawn - 1611	3103	3932	0	1	Battle Mage - Saradomin
spawn - 1611	3107	3933	0	1	Battle Mage - Saradomin
spawn - 1602	2540	4716	0	1	Chamber

/*Godwars bosses*/
spawn - 3162	2833	5303	2	1	Kree'arra		
spawn - 3163	2830	5304	2	1	Wingman Skree
spawn - 3164	2830	5300	2	1	Flockleader Geerin
spawn - 3165	2839	5301	2	1	Flight Kilisa

spawn - 3129	2927	5325	2	1	K'ril Tsutsaroth		
spawn - 3130	2923	5322	2	1	Tstanon Karlak	
spawn - 3131	2931	5327	2	1	Zakl'n Gritch		
spawn - 3132	2932	5322	2	1	Balfrug Kreeyath	
	
spawn - 2205	2898	5266	0	1	Commander Zilyana
spawn - 2206	2901	5271	0	1	Starlight
spawn - 2207	2903	5261	0	1	Growler
spawn - 2208	2893	5267	0	1	Bree

spawn - 2215	2870	5359	2	1	General Graardor
spawn - 2216	2867	5362	2	1	Sergeant Strongstack
spawn - 2217	2871	5354	2	1	Sergeant Steelwill
spawn - 2218	2874	5360	2	1	Sergeant Grimspike


spawn - 2054	3275	3914	0	1	Chaos Ele

//dagannoths
spawn - 2265	2909	4448	0	1	Supreme
spawn - 2266	2913	4455	0	1	Prime
spawn - 2267	2919	4444	0	1	Rex

spawn - 970	2445	10148	0	1	Dagannoth
spawn - 970	2457	10134	0	1	Dagannoth
spawn - 970	2455	10146	0	1	Dagannoth
spawn - 970	2452	10161	0	1	Dagannoth
spawn - 970	2465	10160	0	1	Dagannoth
spawn - 970	2473	10152	0	1	Dagannoth
spawn - 970	2474	10143	0	1	Dagannoth
spawn - 970	2469	10136	0	1	Dagannoth
spawn - 970	2487	10128	0	1	Dagannoth
spawn - 970	2486	10140	0	1	Dagannoth
spawn - 970	2484	10151	0	1	Dagannoth

//abyssal demons
spawn - 415	2738	5084	0	1	Abyssal Demon
spawn - 415	2737	5088	0	1	Abyssal Demon
spawn - 415	2740	5092	0	1	Abyssal Demon
spawn - 415	2737	5091	0	1	Abyssal Demon
spawn - 415	2739	5089	0	1	Abyssal Demon
spawn - 415	2738	5081	0	1	Abyssal Demon

//lesser demons
spawn - 2006	2838	9553	0	1	Lesser demon
spawn - 2006	2844	9557	0	1	Lesser demon
spawn - 2006	2833	9562	0	1	Lesser demon
spawn - 2006	2836	9560	0	1	Lesser demon
spawn - 2006	2837	9566	0	1	Lesser demon

//hill giants
spawn - 2098	3119	9834	0	1	Hill giant
spawn - 2098	3114	9833	0	1	Hill giant
spawn - 2098	3116	9836	0	1	Hill giant
spawn - 2098	3121	9844	0	1	Hill giant
spawn - 2098	3116	9843	0	1	Hill giant		
spawn - 2098	3111	9845	0	1	Hill giant
spawn - 2098	3109	9841	0	1	Hill giant
spawn - 2098	3108	9835	0	1	Hill giant
spawn - 2098	3107	9828	0	1	Hill giant
spawn - 2098	3100	9832	0	1	Hill giant	
spawn - 2098	3101	9835	0	1	Hill giant
spawn - 2098	3118	9849	0	1	Hill giant


//SLAYER
//banshes
spawn - 414	3282	9378	0	1	Banshee 
spawn - 414	3279	9379	0	1	Banshee 
spawn - 414	3281	9376	0	1	Banshee 
spawn - 414	3280	9373	0	1	Banshee 
spawn - 414	3285	9383	0	1	Banshee

//infernal mage
spawn - 446	3301	9368	0	1	InfernalMage 
spawn - 446	3302	9365	0	1	InfernalMage 
spawn - 446	3301	9361	0	1	InfernalMage 
spawn - 446	3301	9365	0	1	InfernalMage 
spawn - 446	3301	9359	0	1	InfernalMage 
spawn - 446	3299	9356	0	1	InfernalMage 

//Tzhaar npcs
spawn - 2182	2445	5178	0	1	Banker Tzhaar
spawn - 2184	2447	5178	0	1	tzhaar shop
spawn - 2167	2439	5171	0	1	Tzhaar Thing
spawn - 2167	2449	5169	0	1	Tzhaar Thing
spawn - 2167	2456	5160	0	1	Tzhaar Thing
spawn - 2167	2455	5156	0	1	Tzhaar Thing
spawn - 2167	2465	5163	0	1	Tzhaar Thing
spawn - 2167	2463	5170	0	1	Tzhaar Thing
spawn - 2167	2471	5168	0	1	Tzhaar Thing
spawn - 2167	2477	5169	0	1	Tzhaar Thing
spawn - 2167	2475	5153	0	1	Tzhaar Thing
spawn - 2167	2483	5154	0	1	Tzhaar Thing
spawn - 2167	2455	5141	0	1	Tzhaar Thing
spawn - 2173	2461	5160	0	1	Tzhaar Thing
spawn - 2173	2480	5166	0	1	Tzhaar Thing
spawn - 2173	2470	5145	0	1	Tzhaar Thing
spawn - 2173	2449	5146	0	1	Tzhaar Thing
spawn - 2180	2437	5169	0	1	Tzhaar-Mej-Jal

//rock crabs
spawn - 100	2666	3716	0	1	RockCrab Camelot
spawn - 100	2669	3711	0	1	RockCrab Camelot
spawn - 100	2676	3717	0	1	RockCrab Camelot
spawn - 100	2675	3718	0	1	RockCrab Camelot
spawn - 100	2680	3719	0	1	RockCrab Camelot
spawn - 100	2683	3715	0	1	RockCrab Camelot
spawn - 100	2686	3715	0	1	RockCrab Camelot
spawn - 100	2686	3722	0	1	RockCrab Camelot
spawn - 100	2686	3728	0	1	RockCrab Camelot
spawn - 100	2686	3728	0	1	RockCrab Camelot
spawn - 100	2684	3731	0	1	RockCrab Camelot
spawn - 100	2681	3731	0	1	RockCrab Camelot
spawn - 100	2677	3728	0	1	RockCrab Camelot
spawn - 100	2674	3731	0	1	RockCrab Camelot
spawn - 100	2671	3730	0	1	RockCrab Camelot
spawn - 100	2671	3728	0	1	RockCrab Camelot
spawn - 100	2671	3724	0	1	RockCrab Camelot

//slayer tower
spawn - 448	3411	3537	0	1	CrawlingHand 
spawn - 448	3408	3537	0	1	CrawlingHand 
spawn - 448	3413	3536	0	1	CrawlingHand 
spawn - 448	3410	3540	0	1	CrawlingHand 
spawn - 448	3411	3549	0	1	CrawlingHand 
spawn - 448	3413	3546	0	1	CrawlingHand 
spawn - 448	3415	3572	0	1	CrawlingHand 
spawn - 448	3411	3573	0	1	CrawlingHand 
spawn - 448	3416	3572	0	1	CrawlingHand 
spawn - 448	3413	3571	0	1	CrawlingHand 
spawn - 448	3414	3558	0	1	CrawlingHand 
spawn - 448	3411	3561	0	1	CrawlingHand 
spawn - 448	3411	3556	0	1	CrawlingHand 
spawn - 448	3417	3556	0	1	CrawlingHand 
spawn - 448	3420	3558	0	1	CrawlingHand 
spawn - 448	3434	3572	0	1	CrawlingHand 
spawn - 448	3437	3574	0	1	CrawlingHand 
spawn - 448	3432	3574	0	1	CrawlingHand 
spawn - 448	3432	3570	0	1	CrawlingHand 
spawn - 448	3438	3570	0	1	CrawlingHand 
spawn - 414	3439	3562	0	1	Banshee 
spawn - 414	3436	3562	0	1	Banshee 
spawn - 414	3441	3559	0	1	Banshee 
spawn - 414	3442	3546	0	1	Banshee 
spawn - 414	3446	3549	0	1	Banshee 
spawn - 414	3440	3543	0	1	Banshee 
spawn - 414	3436	3562	0	1	Banshee 
spawn - 414	3446	3536	0	1	Banshee 
spawn - 414	3450	3536	0	1	Banshee 
spawn - 414	3447	3539	0	1	Banshee 
spawn - 414	3437	3534	0	1	Banshee 
spawn - 414	3445	3537	0	1	Banshee 
spawn - 446	3438	3561	1	1	InfernalMage 
spawn - 446	3434	3561	1	1	InfernalMage 
spawn - 446	3436	3557	1	1	InfernalMage 
spawn - 446	3441	3560	1	1	InfernalMage 
spawn - 446	3432	3564	1	1	InfernalMage 
spawn - 446	3443	3572	1	1	InfernalMage 
spawn - 446	3446	3573	1	1	InfernalMage 
spawn - 446	3445	3566	1	1	InfernalMage 
spawn - 446	3439	3571	1	1	InfernalMage 
spawn - 484	3422	3574	1	1	BloodVeld 
spawn - 484	3419	3573	1	1	BloodVeld 
spawn - 484	3424	3573	1	1	BloodVeld 
spawn - 484	3410	3574	1	1	BloodVeld 
spawn - 484	3414	3573	1	1	BloodVeld 
spawn - 484	3410	3570	1	1	BloodVeld 
spawn - 484	3408	3574	1	1	BloodVeld 
spawn - 484	3421	3562	1	1	BloodVeld 
spawn - 484	3418	3566	1	1	BloodVeld 
spawn - 484	3423	3566	1	1	BloodVeld 
spawn - 484	3425	3560	1	1	BloodVeld 
spawn - 484	3418	3560	1	1	BloodVeld 
spawn - 3	3425	3551	1	1	Aberrant Spectre
spawn - 3	3422	3553	1	1	Aberrant Spectre
spawn -	3	3430	3550	1	1	Aberrant Spectre 
spawn - 3	3434	3550	1	1	Aberrant Spectre
spawn - 3	3439	3549	1	1	Aberrant Spectre
spawn - 3	3437	3545	1	1	Aberrant Spectre 
spawn - 3	3414	3547	1	1	Aberrant Spectre
spawn - 3	3412	3550	1	1	Aberrant Spectre 
spawn - 3	3417	3545	1	1	Aberrant Spectre
spawn - 3	3423	3540	1	1	Aberrant Spectre 
spawn - 3	3423	3544	1	1	Aberrant Spectre 
spawn - 3	3426	3541	1	1	Aberrant Spectre 
spawn - 3	3419	3540	1	1	Aberrant Spectre
spawn - 3	3418	3536	1	1	Aberrant Spectre
spawn - 423	3425	3551	1	1	Dustdevil 
spawn - 423	3422	3553	1	1	Dustdevil 
spawn - 423	3430	3550	1	1	Dustdevil 
spawn - 423	3434	3550	1	1	Dustdevil 
spawn - 423	3439	3549	1	1	Dustdevil 
spawn - 423	3437	3545	1	1	Dustdevil 
spawn - 423	3414	3547	1	1	Dustdevil 
spawn - 423	3412	3550	1	1	Dustdevil 
spawn - 423	3417	3545	1	1	Dustdevil 
spawn - 423	3423	3540	1	1	Dustdevil 
spawn - 423	3423	3544	1	1	Dustdevil 
spawn - 423	3426	3541	1	1	Dustdevil 
spawn - 423	3419	3540	1	1	Dustdevil 
spawn - 423	3418	3536	1	1	Dustdevil
spawn - 412	3434	3539	2	1	GarGoyle 
spawn - 412	3440	3539	2	1	GarGoyle 
spawn - 412	3444	3540	2	1	GarGoyle 
spawn - 412	3446	3535	2	1	GarGoyle 
spawn - 412	3448	3539	2	1	GarGoyle 
spawn - 412	3442	3548	2	1	GarGoyle 
spawn - 412	3444	3551	2	1	GarGoyle 
spawn - 412	3445	3547	2	1	GarGoyle 
spawn - 412	3439	3547	2	1	GarGoyle 
spawn - 11	3438	3563	2	1	Nechryael 
spawn - 11	3442	3561	2	1	Nechryael 
spawn - 11	3437	3558	2	1	Nechryael 
spawn - 11	3446	3562	2	1	Nechryael 
spawn - 11	3444	3568	2	1	Nechryael 
spawn - 11	3439	3570	2	1	Nechryael 
spawn - 11	3436	3568	2	1	Nechryael 
spawn - 11	3435	3572	2	1	Nechryael 
spawn - 11	3446	3572	2	1	Nechryael 
spawn - 415	3425	3568	2	1	AbyssalDemon 
spawn - 415	3428	3565	2	1	AbyssalDemon 
spawn - 415	3425	3574	2	1	AbyssalDemon 
spawn - 415	3423	3572	2	1	AbyssalDemon 
spawn - 415	3427	3570	2	1	AbyssalDemon 
spawn - 415	3416	3567	2	1	AbyssalDemon 
spawn - 415	3413	3570	2	1	AbyssalDemon 
spawn - 415	3410	3574	2	1	AbyssalDemon 
spawn - 415	3413	3574	2	1	AbyssalDemon 

//END SLAYER
/*Brimhaven*/
spawn - 2026	2629	9507	2	1	Greater demon
spawn - 2026	2639	9506	2	1	Greater demon
spawn - 2026	2644	9501	2	1	Greater demon
spawn - 2026	2633	9493	2	1	Greater demon
spawn - 2026	2632	9487	2	1	Greater demon
spawn - 2026	2631	9479	2	1	Greater demon
spawn - 2026	2638	9477	2	1	Greater demon
spawn - 2026	2649	9476	2	1	Greater demon
spawn - 270	2734	9480	0	1	Bronze
spawn - 270	2733	9493	0	1	Bronze
spawn - 270	2744	9487	0	1	Bronze 	
spawn - 270	2740	9494	0	1	Bronze 
spawn - 273	2737	9418	0	1	Iron Dragon
spawn - 273	2732	9420	0	1	Iron Dragon
spawn - 273	2742	9430	0	1	Iron Dragon
spawn -	273	2739	9454	0	1	Iron Dragon
spawn - 273	2718	9461	0	1	Iron Dragon
spawn - 273	2702	9458	0	1	Iron Dragon
spawn - 273	2710	9450	0	1	Iron Dragon
spawn - 273	2703	9425	0	1	Iron Dragon
spawn - 273	2711	9420	0	1	Iron Dragon
spawn - 274	2714	9433	0	1	Steel Dragon
spawn - 274	2712	9444	0	1	Steel Dragon
spawn - 274	2729	9445	0	1	Steel Dragon
spawn - 274	2729	9458	0	1	Steel Dragon
spawn - 1432	2702	9483	0	1	Black Demon	
spawn - 1432	2701	9489	0	1	Black Demon
spawn - 1432	2708	9487	0	1	Black Demon
spawn - 1432	2710	9480	0	1	Black Demon
spawn - 1432	2719	9484	0	1	Black Demon
spawn - 1432	2713	9485	0	1	Black Demon
spawn - 2075	2644	9494	0	1	Fire Giant
spawn - 2075	2652	9487	0	1	Fire Giant
spawn - 2075	2667	9489	0	1	Fire Giant	
spawn - 2075	2664	9482	0	1	Fire Giant
spawn - 2075	2659	9498	0	1	Fire Giant
spawn - 2075	2657	9480	0	1	Fire Giant
spawn - 2090	2679	9549	0	1	Moss Giant
spawn - 2090	2674	9591	0	1	Moss Giant
spawn - 2090	2671	9544	0	1	Moss Giant
spawn - 2090	2663	9557	0	1	Moss Giant
spawn - 2090	2659	9545	0	1	Moss Giant
spawn - 2090	2681	9588	0	1	Moss Giant
spawn - 2090	2677	9592	0	1	Moss Giant
spawn - 2090	2657	9576	0	1	Moss Giant
spawn - 2090	2643	9574	0	1	Moss Giant
spawn - 2090	2651	9533	0	1	Moss Giant
spawn - 2090	2638	9526	0	1	Moss Giant
spawn - 2090	2645	9486	0	1	Moss Giant
spawn - 2090	2655	9587	0	1	Moss Giant
spawn - 2090	2647	9536	0	1	Moss Giant
spawn - 2090	2638	9544	0	1	Moss Giant
spawn - 2090	2639	9532	0	1	Moss Giant
spawn - 247	2698	9504	0	1	Red Dragon	
spawn - 247	2721	9518	0	1	Red Dragon
spawn - 247	2713	9524	0	1	Red Dragon
spawn - 247	2706	9525	0	1	Red Dragon
spawn - 247	2703	9519	0	1	Red Dragon
spawn - 247	2709	9506	0	1	Red Dragon
//END BRIM
/*Kbd red spiders*/
spawn - 3021	3067	10255	0	1	Poisen Spiders	
spawn - 3021	3068	10258	0	1	Poisen Spiders
spawn - 3021	3069	10255	0	1	Poisen Spiders
//moss
spawn - 891	3164	9880	0	1	Moss Giant
spawn - 891	3164	9877	0	1	Moss Giant
spawn - 891	3156	9907	0	1	Moss Giant
spawn - 891	3160	9903	0	1	Moss Giant
spawn - 891	3158	9900	0	1	Moss Giant
/*Taverly Dungeon*/
spawn - 70	2884	9816	0	1	Skeleton TavDung
spawn - 70	2883	9814	0	1	Skeleton TavDung
spawn - 70	2884	9811	0	1	Skeleton TavDung
spawn - 70	2884	9823	0	1	Skeleton TavDung
spawn - 85	2898	9849	0	1	Ghost TavDung
spawn - 85	2903	9849	0	1	Ghost TavDung
spawn - 85	2908	9849	0	1	Ghost TavDung
spawn - 85	2919	9818	0	1	Ghost TavDung
spawn - 85	2924	9818	0	1	Ghost TavDung
spawn - 2878	2931	9850	0	1	ChaosDruid TavDung
spawn - 2878	2930	9848	0	1	ChaosDruid TavDung
spawn - 2878	2932	9846	0	1	ChaosDruid TavDung
spawn - 2878	2934	9846	0	1	ChaosDruid TavDung
spawn - 2878	2937	9848	0	1	ChaosDruid TavDung
spawn - 2878	2934	9849	0	1	ChaosDruid TavDung
spawn - 2878	2931	9844	0	1	ChaosDruid TavDung
spawn - 2878	2929	9845	0	1	ChaosDruid TavDung
spawn - 2834	2912	9837	0	1	GiantBat TavDung
spawn - 2834	2910	9841	0	1	GiantBat TavDung
spawn - 2834	2908	9828	0	1	GiantBat TavDung
spawn - 2834	2918	9829	0	1	GiantBat TavDung
spawn - 2834	2923	9831	0	1	GiantBat TavDung
spawn - 1545	2903	9693	0	1	BlackKnight TavDung
spawn - 1545	2907	9690	0	1	BlackKnight TavDung
spawn - 1545	2903	9693	0	1	BlackKnight TavDung
spawn - 1545	2911	9691	0	1	BlackKnight TavDung
spawn - 1545	2916	9694	0	1	BlackKnight TavDung
spawn - 1545	2918	9681	0	1	BlackKnight TavDung
spawn - 1545	2916	9693	0	1	BlackKnight TavDung
spawn - 1545	2900	9688	0	1	BlackKnight TavDung
spawn - 2844	2958	9781	0	1	MagicAxes TavDung
spawn - 2844	2958	9785	0	1	MagicAxes TavDung
spawn - 2844	2961	9779	0	1	MagicAxes TavDung
spawn - 2844	2964	9780	0	1	MagicAxes TavDung

spawn - 2006	2932	9809	0	1	Lessers TavDung
spawn - 2006	2929	9805	0	1	Lessers TavDung
spawn - 2006	2932	9779	0	1	Lessers TavDung
spawn - 2006	2936	9794	0	1	Lessers TavDung
spawn - 2006	2935	9789	0	1	Lessers TavDung
spawn - 291	2918	9758	0	1	ChaosDwarf TavDung
spawn - 291	2921	9758	0	1	ChaosDwarf TavDung
spawn - 291	2925	9761	0	1	ChaosDwarf TavDung
spawn - 291	2895	9769	0	1	ChaosDwarf TavDung
spawn - 291	2893	9771	0	1	ChaosDwarf TavDung
spawn - 291	2897	9767	0	1	ChaosDwarf TavDung
spawn - 268	2900	9801	0	1	BlueDrag TavDung
spawn - 268	2895	9797	0	1	BlueDrag TavDung
spawn - 268	2900	9801	0	1	BlueDrag TavDung
spawn - 1432	2862	9769	0	1	BlackDemon TavDung
spawn - 1432	2859	9781	0	1	BlackDemon TavDung
spawn - 1432	2870	9776	0	1	BlackDemon TavDung
spawn - 1432	2870	9772	0	1	BlackDemon TavDung
spawn - 252	2835	9824	0	1	BlackDragon TavDung
spawn - 252	2840	9825	0	1	BlackDragon TavDung
spawn - 135	2869	9836	0	1	HellHound TavDung
spawn - 135	2868	9840	0	1	HellHound TavDung
spawn - 135	2857	9836	0	1	HellHound TavDung
spawn - 135	2860	9837	0	1	HellHound TavDung
spawn - 135	2856	9841	0	1	HellHound TavDung
spawn - 135	2856	9848	0	1	HellHound TavDung
spawn - 135	2853	9833	0	1	HellHound TavDung

/*Edgeville dungeon*/
spawn - 2883	3129	9930	0	1	Thug
spawn - 2883	3132	9932	0	1	Thug
spawn - 2883	3125	9929	0	1	Thug
spawn - 2878	3117	9931	0	1	Chaos druid
spawn - 2878	3114	9930	0	1	Chaos druid
spawn - 2878	3112	9928	0	1	Chaos druid
spawn - 2878	3113	9926	0	1	Chaos druid
spawn - 2878	3110	9930	0	1	Chaos druid
spawn - 2878	3111	9934	0	1	Chaos druid
spawn - 2878	3111	9937	0	1	Chaos druid
spawn - 2878	3110	9941	0	1	Chaos druid
spawn - 2878	3106	9943	0	1	Chaos druid
spawn - 2878	3105	9941	0	1	Chaos druid
spawn - 2878	3105	9936	0	1	Chaos druid
spawn - 1432	3095	9957	0	1	Black Demon
spawn - 1432	3086	9959	0	1	Black Demon
spawn - 1432	3085	9954	0	1	Black Demon
spawn - 2840	3120	9971	0	1	Earth warior
spawn - 2840	3121	9974	0	1	Earth warior
spawn - 2840	3124	9974	0	1	Earth warior
spawn - 2840	3120	9979	0	1	Earth warior
spawn - 2840	3118	9989	0	1	Earth warior
spawn - 2840	3122	9988	0	1	Earth warior
spawn - 2840	3121	9992	0	1	Earth warior
spawn - 26	3140	9912	0	1	Zombie
spawn - 26	3142	9901	0	1	Zombie
spawn - 26	3148	9903	0	1	Zombie
spawn - 26	3140	9893	0	1	Zombie
spawn - 26	3145	9883	0	1	Zombie
spawn - 3049	3132	9874	0	1	Hobgoblin
spawn - 3049	3123	9875	0	1	Hobgoblin
spawn - 3049	3123	9880	0	1	Hobgoblin
spawn - 3049	3117	9870	0	1	Hobgoblin
spawn - 3049	3118	9868	0	1	Hobgoblin
spawn - 26	3128	9862	0	1	Zombie
spawn - 26	3125	9864	0	1	Zombie
spawn - 26	3117	9860	0	1	Zombie
spawn - 26	3117	9863	0	1	Zombie
spawn - 2840	3125	9993	0	1	Earth warior

//Lumbridge
spawn -	3078	3223	3208	0	1	Man	
spawn - 3078	3221	3223	0	1	Man
spawn - 505	3231	3203	0	1	Bob axe shop
spawn - 3077	3222	3222	0	1	Hans
spawn - 3078	3231	3207	0	1	Man
spawn - 3078	3231	3207	0	1	Man
spawn - 506	3212	3247	0	1	General store
spawn - 506	3212	3245	0	1	General store assistant
spawn - 2484	3226	3261	0	1	Goblin
spawn - 2484	3227	3264	0	1	Goblin
spawn -	2484	3229	3264	0	1	Goblin
spawn - 2484	3226	3270	0	1	Goblin
spawn - 2484	3242	3265	0	1	Goblin
spawn - 2484	3248	3261	0	1	Goblin
spawn - 2484	3248	3261	0	1	Goblin
spawn - 2484	3255	3252	0	1	Goblin
spawn - 2484	3260	3249	0	1	Goblin
spawn - 2484	3261	3243	0	1	Goblin
spawn - 2484	3262	3230	0	1	Goblin
spawn - 2484	3262	3220	0	1	Goblin
spawn - 2484	3263	3215	0	1	Goblin
spawn - 2484	3255	3223	0	1	Goblin
spawn - 2484	3252	3226	0	1	Goblin
spawn - 2484	3253	3229	0	1	Goblin
spawn - 2484	3251	3235	0	1	Goblin
spawn - 2484	3246	3235	0	1	Goblin
spawn - 2484	3247	3237	0	1	Goblin
spawn - 2484	3247	3241	0	1	Goblin
spawn - 2484	3244	3257	0	1
spawn - 2806	3254	3256	0	1	Lumbridge Cow
spawn - 2805	3260	3260	0	1	Lumbridge Cow
spawn - 2806	3255	3259	0	1	Lumbridge Cow
spawn - 2806	3263	3260	0	1	Lumbridge Cow
spawn - 2806	3259	3266	0	1	Lumbridge Cow
spawn - 2806	3262	3271	0	1	Lumbridge Cow
spawn - 2805	3257	3273	0	1	Lumbridge Cow
spawn - 2805	3255	3279	0	1	Lumbridge Cow
spawn - 2805	3257	3293	0	1	Lumbridge Cow
spawn - 2805	3253	3289	0	1	Lumbridge Cow
spawn - 2805	3248	3284	0	1	Lumbridge Cow
spawn - 2805	3243	3296	0	1	Lumbridge Cow
spawn - 2805	3244	3289	0	1	Lumbridge Cow
spawn - 2806	3263	3293	0	1	Lumbridge Cow
spawn - 2806	3263	3288	0	1	Lumbridge Cow
spawn - 2692	3230	3299	0	1	Lumbridge Chicken
spawn - 2692	3231	3298	0	1	Lumbridge Chicken
spawn - 2692	3229	3298	0	1	Lumbridge Chicken
spawn - 2692	3226	3296	0	1	Lumbridge Chicken
spawn - 2692	3233	3294	0	1	Lumbridge Chicken
spawn - 2692	3233	3300	0	1	Lumbridge Chicken
spawn - 2692	3227	3300	0	1	Lumbridge Chicken
spawn - 2692	3230	3296	0	1	Lumbridge Chicken
spawn - 2856	3192	3209	0	1	Lumbridge giant rat
spawn - 2856	3191	3208	0	1	Lumbridge giant rat
spawn - 2856	3192	3206	0	1	Lumbridge giant rat
spawn - 2856	3192	3208	0	1	Lumbridge giant rat
spawn - 2856	3191	3206	0	1	Lumbridge giant rat
spawn - 2856	3191	3210	0	1	Lumbridge giant rat

/*Alkharid*/
spawn - 3103	3288	3169	0	1	Alkharid warrior
spawn - 3103	3295	3170	0	1	Alkharid warrior
spawn - 3103	3297	3175	0	1	Alkharid warrior
spawn - 3103	3300	3171	0	1	Alkharid warrior
spawn - 3103	3302	3167	0	1	Alkharid warrior
spawn - 3103	3301	3164	0	1	Alkharid warrior
spawn - 3103	3295	3161	0	1	Alkharid warrior
spawn - 3103	3290	3161	0	1	Alkharid warrior
spawn - 3103	3286	3164	0	1	Alkharid warrior
spawn - 3103	3283	3161	0	1	Alkharid warrior
spawn - 3103	3273	3191	0	1	Alkharid warrior

/*Varrock*/

spawn - 2484	3119	3431	0	1	Goblin
spawn - 2484	3124	3437	0	1	Goblin
spawn - 2484	3131	3442	0	1	Goblin
spawn - 2484	3125	3454	0	1	Goblin
spawn - 2484	3134	3459	0	1	Goblin
spawn - 2484	3135	3425	0	1	Goblin
spawn - 2484	3116	3440	0	1	Goblin
spawn -	3010	3174	3427	0	1	Guard
spawn -	3010	3176	3430	0	1	Guard
spawn - 5037	3215	3424	0	1	Romeo
spawn - 687	3222	3396	0	1	Bartender
spawn -	3010	3271	3429	0	10	1	Guard
spawn -	3010	3270	3426	0	10	1	Guard
spawn - 2870	3223	3369	0	1	Dark wizard
spawn - 2870	3226	3367	0	1	Dark wizard 
spawn - 2870	3225	3365	0	1	Dark wizard 
spawn - 2870	3229	3367	0	1	Dark wizard
spawn - 2870	3231	3370	0	1	Dark wizard
spawn - 2870	3229	3372	0	1	Dark wizard 
spawn - 2870	3232	3372	0	1	Dark wizard 
spawn -	2870	3226	3373	0	1	Dark wizard


/*King black dragon*/
spawn -	239	2271	4698	0	1	King Black Dragon

/*Wilderness npcs*/
spawn - 85	3277	3658	0	1	Ghost Wildly
spawn - 85	3278	3661	0	1	Ghost Wildly
spawn - 85	3273	3660	0	1	Ghost Wildly
spawn - 85	3273	3663	0	1	Ghost Wildly
spawn - 85	3272	3653	0	1	Ghost Wildly
spawn - 85	3275	3654	0	1	Ghost Wildly
spawn - 85	3293	3646	0	1	Ghost Wildly
spawn - 85	3290	3647	0	1	Ghost Wildly
spawn - 2098	3302	3652	0	1	HillGiant Wildly
spawn - 2098	3302	3648	0	1	HillGiant Wildly
spawn - 2098	3298	3650	0	1	HillGiant Wildly
spawn - 2098	2912	9733	0	1	HillGiant Tav
spawn - 2098	2910	9737	0	1	HillGiant Tav
