// ID-X-Y-Z-W

//Kamfreena
spawn - 2461	2846	3539	2	4	Kamfreena
spawn	-	7272	1622	9992	0	1	Twisted Banshee
spawn	-	7272	1612	9995	0	1	Twisted Banshee
spawn	-	7272	1609	9999	0	1	Twisted Banshee
spawn	-	7272	1608	9993	0	1	Twisted Banshee
spawn	-	7261	1635	10009	0	1	Hill Giant
spawn	-	7279	1608	10010	0	1	Deviant spectre
spawn	-	7258	1610	10011	0	1	Shade
spawn	-	7279	1608	10011	0	1	Deviant spectre
spawn	-	7279	1620	10011	0	1	Deviant spectre
spawn	-	7258	1610	10012	0	1	Shade
spawn	-	7279	1602	10012	0	1	Deviant spectre
spawn	-	7279	1619	10012	0	1	Deviant spectre
spawn	-	7279	1603	10012	0	1	Deviant spectre
spawn	-	7279	1607	10013	0	1	Deviant spectre
spawn	-	7258	1608	10015	0	1	Shade
spawn	-	7282	1619	10015	0	1	Pirate
spawn	-	7258	1617	10019	0	1	Shade
spawn	-	7258	1606	10024	0	1	Shade
spawn	-	7261	1638	10009	0	1	Hill Giant
spawn	-	7276	1676	10071	0	1	Mutated Bloodveld
spawn	-	7276	1678	10072	0	1	Mutated Bloodveld
spawn	-	7264	1663	10032	0	1	Ghost
spawn	-	7256	1649	10058	0	1	Hellhound
spawn	-	7261	1648	10035	0	1	Hill Giant
spawn	-	7265	1648	10057	0	1	Skeleton
spawn	-	7256	1648	10061	0	1	Hellhound
spawn	-	7265	1646	10048	0	1	Skeleton
spawn	-	7256	1646	10063	0	1	Hellhound
spawn	-	7265	1646	10048	0	1	Skeleton
spawn	-	7263	1663	10031	0	1	Ghost
spawn	-	7264	1664	10026	0	1	Ghost
spawn	-	7263	1666	10026	0	1	Ghost
spawn	-	7263	1664	10025	0	1	Ghost
spawn	-	7263	1654	10025	0	1	Ghost
spawn	-	7271	1652	10024	0	1	Cyclops
spawn	-	7263	1668	10023	0	1	Ghost
spawn	-	7271	1653	10022	0	1	Cyclops
spawn	-	7270	1649	10021	0	1	Cyclops
spawn	-	7269	1647	10018	0	1	Magic axe
spawn	-	7268	1640	10030	0	1	Possessed pickaxe
spawn	-	7268	1640	10031	0	1	Possessed pickaxe
spawn	-	7269	1641	10036	0	1	Magic axe
spawn	-	7268	1640	10033	0	1	Possessed pickaxe
spawn	-	7262	1640	10019	0	1	Moss giant
spawn	-	7268	1638	10037	0	1	Possessed pickaxe
spawn	-	7269	1636	10030	0	1	Magic axe
spawn	-	7270	1635	10031	0	1	Cyclops
spawn	-	7261	1632	10016	0	1	Hill Giant
spawn	-	7271	1635	10031	0	1	Cyclops
spawn	-	7270	1628	10031	0	1	Cyclops
spawn	-	7271	1630	10031	0	1	Cyclops
spawn	-	7271	1626	10033	0	1	Cyclops
spawn	-	7258	1608	10026	0	1	Shade
spawn	-	7270	1629	10032	0	1	Cyclops
spawn	-	7258	1603	10039	0	1	Shade
spawn	-	7258	1605	10042	0	1	Shade
spawn	-	7258	1604	10044	0	1	Shade
spawn	-	7258	1604	10045	0	1	Shade
spawn	-	7255	1609	10050	0	1	Steel dragon
spawn	-	7250	1620	10053	0	1	Dark beast
spawn	-	7255	1608	10055	0	1	Steel dragon
spawn	-	7250	1622	10056	0	1	Dark beast
spawn	-	7274	1617	10073	0	1	Brutal red dragon
spawn	-	7274	1612	10075	0	1	Brutal red dragon
spawn	-	7274	1616	10077	0	1	Brutal red dragon
spawn	-	7273	1628	10071	0	1	Brutal blue dragon
spawn	-	7275	1611	10090	0	1	Brutal black dragon
spawn	-	7275	1617	10091	0	1	Brutal black dragon
spawn	-	7275	1618	10096	0	1	Brutal black dragon
spawn	-	7275	1612	10097	0	1	Brutal black dragon
spawn	-	7273	1630	10078	0	1	Brutal blue dragon
spawn	-	2075	1631	10067	0	1	Fire giant
spawn	-	2827	1548	3777	0	1	Bat
spawn	-	3019	1551	3778	0	1	Spider
spawn	-	2854	1555	3792	0	1	Rat
spawn	-	1405	1547	3806	0	1	Dwarf
spawn	-	3019	1555	3806	0	1	Spider
spawn	-	1401	1552	3795	0	1	Dwarf
spawn	-	1402	1552	3782	0	1	Dwarf
spawn	-	2854	1552	3797	0	1	Rat
spawn	-	3019	1576	3801	0	1	Spider
spawn	-	2827	1549	3776	0	1	Bat
spawn	-	2075	1630	10061	0	1	Fire giant
spawn	-	2075	1633	10059	0	1	Fire giant
spawn	-	7256	1637	10061	0	1	Hellhound
spawn	-	2075	1637	10068	0	1	Fire giant
spawn	-	7256	1642	10063	0	1	Hellhound
spawn	-	7280	1643	10075	0	1	Kineer
spawn	-	7256	1644	10068	0	1	Hellhound
spawn	-	7256	1645	10070	0	1	Hellhound
spawn	-	2075	1629	10054	0	1	Fire giant
spawn	-	2075	1628	10052	0	1	Fire giant
spawn	-	2075	1631	10053	0	1	Fire giant
spawn	-	7265	1642	10051	0	1	Skeleton
spawn	-	7265	1635	10046	0	1	Skeleton
spawn	-	2075	1628	10046	0	1	Fire giant
spawn	-	7265	1639	10043	0	1	Skeleton
spawn	-	7268	1649	10040	0	1	Possessed pickaxe
spawn	-	7268	1633	10034	0	1	Possessed pickaxe
spawn	-	7261	1663	10069	0	1	4	18	26	Hill Giant
spawn	-	7276	1673	10070	0	1	Mutated Bloodveld
spawn	-	7261	1661	10070	0	1	4	18	26	Hill Giant
spawn	-	7261	1665	10074	0	1	4	18	26	Hill Giant
spawn	-	7276	1675	10075	0	1	Mutated Bloodveld
spawn	-	7276	1678	10077	0	1	Mutated Bloodveld
spawn	-	7254	1658	10084	0	1	Iron dragon
spawn	-	7254	1662	10084	0	1	Iron dragon
spawn	-	7241	1677	10085	0	1	Abyssal demon
spawn	-	7241	1676	10085	0	1	Abyssal demon
spawn	-	7244	1679	10085	0	1	Greater demon
spawn	-	7241	1674	10086	0	1	Abyssal demon
spawn	-	7245	1682	10082	0	1	Greater demon
spawn	-	7241	1669	10086	0	1	Abyssal demon
spawn	-	7241	1676	10088	0	1	Abyssal demon
spawn	-	7245	1682	10088	0	1	Greater demon
spawn	-	7246	1692	10088	0	1	Greater demon
spawn	-	7278	1696	10078	0	1	Greater Nechryael
spawn	-	7278	1696	10078	0	1	Greater Nechryael
spawn	-	10	1696	10079	0	1	0	Death spawn
spawn	-	10	1696	10079	0	1	0	Death spawn
spawn	-	10	1696	10078	0	1	0	Death spawn
spawn	-	7278	1697	10079	0	1	Greater Nechryael
spawn	-	10	1697	10080	0	1	0	Death spawn
spawn	-	10	1697	10080	0	1	0	Death spawn
spawn	-	7278	1691	10081	0	1	Greater Nechryael
spawn	-	7278	1692	10083	0	1	Greater Nechryael
spawn	-	7245	1691	10094	0	1	Greater demon
spawn	-	7241	1676	10094	0	1	Abyssal demon
spawn	-	7278	1706	10082	0	1	Greater Nechryael
spawn	-	7278	1709	10084	0	1	Greater Nechryael
spawn	-	7278	1710	10079	0	1	Greater Nechryael
spawn	-	7244	1686	10095	0	1	Greater demon
spawn	-	7244	1690	10095	0	1	Greater demon
spawn	-	7245	1705	10098	0	1	Greater demon
spawn	-	10	1696	10080	0	1	0	Death spawn
spawn	-	7281	1678	10099	0	1	Man
spawn	-	7246	1712	10099	0	1	Greater demon
spawn	-	7244	1716	10099	0	1	Greater demon
spawn	-	7242	1720	10090	0	1	Black demon
spawn	-	7243	1720	10087	0	1	Black demon
spawn	-	7243	1720	10082	0	1	Black demon
spawn	-	7241	1675	10098	0	1	Abyssal demon
spawn	-	7241	1674	10098	0	1	Abyssal demon
spawn	-	7241	1674	10093	0	1	Abyssal demon
spawn	-	7253	1651	10098	0	1	Bronze dragon
spawn	-	7253	1650	10091	0	1	Bronze dragon
spawn	-	7253	1647	10096	0	1	Bronze dragon


//Edgeville
spawn - 506	3079	3509	0	1	Edge General Store
spawn - 315	3098	3503	0	1	Emblem Trader
spawn - 6599	3094	3504	0	0	Mandrith
spawn - 954	3087	3509	0	1	Weird Old Man
spawn - 2200	3079	3517	0	1	Richard
spawn - 394	3096	3491	0	4	Banker
spawn - 394	3096	3489	0	4	Banker
spawn - 394	3096	3492	0	5	Banker
spawn - 394	3098	3492	0	5	Banker


//Barrows tunnel
spawn - 1683	3549	9710	0	1	Barrow Npc
spawn - 1684	3551	9710	0	1	Barrow Npc
spawn - 1683	3552	9713	0	1	Barrow Npc
spawn - 1684	3554	9713	0	1	Barrow Npc
spawn - 1683	3551	9707	0	1	Barrow Npc
spawn - 1679	3535	9694	0	1	Barrow Npc
spawn - 1679	3533	9692	0	1	Barrow Npc
spawn - 1680	3533	9692	0	1	Barrow Npc
spawn - 1680	3537	9692	0	1	Barrow Npc
spawn - 1680	3535	9697	0	1	Barrow Npc
spawn - 1679	3538	9696	0	1	Barrow Npc
spawn - 1680	3533	9696	0	1	Barrow Npc
spawn - 1678	3551	9679	0	1	Barrow Npc
spawn - 1678	3549	9677	0	1	Barrow Npc
spawn - 1678	3553	9676	0	1	Barrow Npc
spawn - 1678	3550	9679	0	1	Barrow Npc
spawn - 1681	3567	9694	0	1	Barrow Npc
spawn - 1682	3569	9694	0	1	Barrow Npc
spawn - 1682	3567	9692	0	1	Barrow Npc
spawn - 1682	3570	9691	0	1	Barrow Npc
spawn - 1682	3572	9695	0	1	Barrow Npc
spawn - 1682	3568	9698	0	1	Barrow Npc
spawn - 1681	3565	9695	0	1	Barrow Npc

//Wilderness bosses
//wilderness cave by mage bank
spawn - 2098	3043	10319	0	1	HillGiant
spawn - 2098	3046	10316	0	1	HillGiant
spawn - 291	3046	10308	0	1	Dwarf
spawn - 291	3045	10312	0	1	Dwarf


spawn - 6610	3342	3741	0	1	Venenatis
//Vetion


spawn - 732	3008	3373	0	1	Farmer
spawn - 3078	3000	3379	0	1	Man
spawn - 2580	3203	3422	0	0	Mage of Zamorak





/*Giant moles*/
spawn - 5779	1761	5188	0	1	Giant mole	

/*Relleka slayer dungeon*/
spawn - 406	2797	9996	0	1	cave crawler
spawn - 406	2793	9998	0	1	cave crawler
spawn - 406	2792	9993	0	1	cave crawler
spawn - 406	2790	9997	0	1	cave crawler
spawn - 406	2787	9994	0	1	cave crawler
spawn - 406	2784	9995	0	1	cave crawler
spawn - 406	2782	10000	0	1	cave crawler
spawn - 406	2785	9999	0	1	cave crawler
spawn - 3209	2802	10015	0	1	CaveHorror
spawn - 3209	2797	10015	0	1	CaveHorror
spawn - 3209	2799	10017	0	1	CaveHorror
spawn - 3209	2802	10020	0	1	CaveHorror
spawn - 3209	2806	10021	0	1	CaveHorror
spawn - 3209	2803	10023	0	1	CaveHorror
spawn - 419	2799	10030	0	1	Cockatrice	
spawn - 419	2795	10031	0	1	Cockatrice
spawn - 419	2786	10034	0	1	Cockatrice
spawn - 419	2784	10039	0	1	Cockatrice
spawn - 419	2793	10039	0	1	Cockatrice
spawn - 419	2791	10036	0	0	Cockatrice
spawn - 435	2758	10011	0	1	Pyrefiend
spawn - 435	2756	10008	0	0	Pyrefiend
spawn - 435	2756	10003	0	1	Pyrefiend
spawn - 435	2760	10001	0	1	Pyrefiend
spawn - 435	2765	10000	0	1	Pyrefiend
spawn - 435	2766	10003	0	1	Pyrefiend
spawn - 435	2764	10006	0	0	Pyrefiend
spawn - 435	2762	10008	0	1	Pyrefiend
spawn - 435	2759	9995	0	1	Pyrefiend
spawn - 417	2742	10002	0	1	Basilisk	
spawn - 417	2738	10005	0	1	Basilisk
spawn - 417	2741	10010	0	1	Basilisk
spawn - 417	2739	10008	0	1	Basilisk
spawn - 417	2740	10014	0	1	Basilisk
spawn - 417	2744	10013	0	1	Basilisk
spawn - 417	2747	10007	0	1	Basilisk
spawn - 417	2746	10013	0	1	Basilisk
spawn - 437	2705	10030	0	1	Jelly
spawn - 437	2701	10030	0	1	Jelly
spawn - 437	2698	10028	0	1	Jelly
spawn - 437	2698	10025	0	1	Jelly
spawn - 437	2699	10030	0	1	Jelly
spawn - 437	2701	10025	0	1	Jelly
spawn - 437	2702	10029	0	1	Jelly
spawn - 437	2705	10028	0	1	Jelly
spawn - 437	2708	10027	0	1	Jelly
spawn - 437	2710	10025	0	1	Jelly
spawn - 437	2707	10021	0	1	Jelly
spawn - 432	2717	10012	0	1	Turoth
spawn - 432	2715	10008	0	1	Turoth
spawn - 432	2717	10006	0	1	Turoth
spawn - 432	2718	10002	0	1	Turoth
spawn - 432	2722	10002	0	0	Turoth
spawn - 432	2725	10004	0	0	Turoth
spawn - 432	2725	10000	0	1	Turoth
spawn - 432	2723	9995	0	1	Turoth
spawn - 410	2702	9992	0	1	Kurask
spawn - 410	2699	9993	0	1	Kurask
spawn - 410	2702	9996	0	1	Kurask
spawn - 410	2700	10002	0	1	Kurask
spawn - 410	2695	9999	0	1	Kurask
spawn - 410	2694	9996	0	1	Kurask
spawn - 410	2694	10004	0	1	Kurask

//MITHRIL DRAGS
spawn - 2919	1740	5342	0	1	Mithril Dragon
spawn - 2919	1737	5350	0	1	Mithril Dragon
spawn - 2919	1749	5338	0	1	Mithril Dragon
spawn - 2919	1760	5333	0	1	Mithril Dragon
spawn - 2919	1776	5323	0	1	Mithril Dragon
spawn - 2919	1772	5336	0	1	Mithril Dragon
spawn - 2919	1773	5360	0	1	Mithril Dragon
spawn - 2919	1757	5356	0	1	Mithril Dragon

//Battle mages
spawn - 1612	3112	3938	0	1	Battle Mage - Guthix
spawn - 1612	3112	3925	0	1	Battle Mage - Guthix
spawn - 1612	3098	3926	0	1	Battle Mage - Guthix
spawn - 1610	3114	3935	0	1	Battle Mage - Zamorak
spawn - 1610	3108	3936	0	1	Battle Mage - Zamorak
spawn - 1610	3099	3929	0	1	Battle Mage - Zamorak
spawn - 1611	3113	3931	0	1	Battle Mage - Saradomin
spawn - 1611	3103	3932	0	1	Battle Mage - Saradomin
spawn - 1611	3107	3933	0	1	Battle Mage - Saradomin
spawn - 1602	2540	4716	0	1	Chamber

/*Godwars bosses*/
spawn - 3162	2833	5303	2	1	Kree'arra		
spawn - 3163	2830	5304	2	1	Wingman Skree
spawn - 3164	2830	5300	2	1	Flockleader Geerin
spawn - 3165	2839	5301	2	1	Flight Kilisa

spawn - 3129	2927	5325	2	1	K'ril Tsutsaroth		
spawn - 3130	2923	5322	2	1	Tstanon Karlak	
spawn - 3131	2931	5327	2	1	Zakl'n Gritch		
spawn - 3132	2932	5322	2	1	Balfrug Kreeyath	
	
spawn - 2205	2898	5266	0	1	Commander Zilyana
spawn - 2206	2901	5271	0	1	Starlight
spawn - 2207	2903	5261	0	1	Growler
spawn - 2208	2893	5267	0	1	Bree

spawn - 2215	2870	5359	2	1	General Graardor
spawn - 2216	2867	5362	2	1	Sergeant Strongstack
spawn - 2217	2871	5354	2	1	Sergeant Steelwill
spawn - 2218	2874	5360	2	1	Sergeant Grimspike




//abyssal demons
spawn - 415	2738	5084	0	1	Abyssal Demon
spawn - 415	2737	5088	0	1	Abyssal Demon
spawn - 415	2740	5092	0	1	Abyssal Demon
spawn - 415	2737	5091	0	1	Abyssal Demon
spawn - 415	2739	5089	0	1	Abyssal Demon
spawn - 415	2738	5081	0	1	Abyssal Demon

//lesser demons
spawn - 2006	2838	9553	0	1	Lesser demon
spawn - 2006	2844	9557	0	1	Lesser demon
spawn - 2006	2833	9562	0	1	Lesser demon
spawn - 2006	2836	9560	0	1	Lesser demon
spawn - 2006	2837	9566	0	1	Lesser demon

//hill giants
spawn - 2098	3119	9834	0	1	Hill giant
spawn - 2098	3114	9833	0	1	Hill giant
spawn - 2098	3116	9836	0	1	Hill giant
spawn - 2098	3121	9844	0	1	Hill giant
spawn - 2098	3116	9843	0	1	Hill giant		
spawn - 2098	3111	9845	0	1	Hill giant
spawn - 2098	3109	9841	0	1	Hill giant
spawn - 2098	3108	9835	0	1	Hill giant
spawn - 2098	3107	9828	0	1	Hill giant
spawn - 2098	3100	9832	0	1	Hill giant	
spawn - 2098	3101	9835	0	1	Hill giant
spawn - 2098	3118	9849	0	1	Hill giant


//SLAYER
//banshes
spawn - 414	3282	9378	0	1	Banshee 
spawn - 414	3279	9379	0	1	Banshee 
spawn - 414	3281	9376	0	1	Banshee 
spawn - 414	3280	9373	0	1	Banshee 
spawn - 414	3285	9383	0	1	Banshee

//infernal mage
spawn - 446	3301	9368	0	1	InfernalMage 
spawn - 446	3302	9365	0	1	InfernalMage 
spawn - 446	3301	9361	0	1	InfernalMage 
spawn - 446	3301	9365	0	1	InfernalMage 
spawn - 446	3301	9359	0	1	InfernalMage 
spawn - 446	3299	9356	0	1	InfernalMage 

//Tzhaar npcs
spawn - 2182	2445	5178	0	1	Banker Tzhaar
spawn - 2184	2447	5178	0	1	tzhaar shop
spawn - 2167	2439	5171	0	1	Tzhaar Thing
spawn - 2167	2449	5169	0	1	Tzhaar Thing
spawn - 2167	2456	5160	0	1	Tzhaar Thing
spawn - 2167	2455	5156	0	1	Tzhaar Thing
spawn - 2167	2465	5163	0	1	Tzhaar Thing
spawn - 2167	2463	5170	0	1	Tzhaar Thing
spawn - 2167	2471	5168	0	1	Tzhaar Thing
spawn - 2167	2477	5169	0	1	Tzhaar Thing
spawn - 2167	2475	5153	0	1	Tzhaar Thing
spawn - 2167	2483	5154	0	1	Tzhaar Thing
spawn - 2167	2455	5141	0	1	Tzhaar Thing
spawn - 2173	2461	5160	0	1	Tzhaar Thing
spawn - 2173	2480	5166	0	1	Tzhaar Thing
spawn - 2173	2470	5145	0	1	Tzhaar Thing
spawn - 2173	2449	5146	0	1	Tzhaar Thing
spawn - 2180	2437	5169	0	1	Tzhaar-Mej-Jal

//rock crabs
spawn - 100	2666	3716	0	1	RockCrab Camelot
spawn - 100	2669	3711	0	1	RockCrab Camelot
spawn - 100	2676	3717	0	1	RockCrab Camelot
spawn - 100	2675	3718	0	1	RockCrab Camelot
spawn - 100	2680	3719	0	1	RockCrab Camelot
spawn - 100	2683	3715	0	1	RockCrab Camelot
spawn - 100	2686	3715	0	1	RockCrab Camelot
spawn - 100	2686	3722	0	1	RockCrab Camelot
spawn - 100	2686	3728	0	1	RockCrab Camelot
spawn - 100	2686	3728	0	1	RockCrab Camelot
spawn - 100	2684	3731	0	1	RockCrab Camelot
spawn - 100	2681	3731	0	1	RockCrab Camelot
spawn - 100	2677	3728	0	1	RockCrab Camelot
spawn - 100	2674	3731	0	1	RockCrab Camelot
spawn - 100	2671	3730	0	1	RockCrab Camelot
spawn - 100	2671	3728	0	1	RockCrab Camelot
spawn - 100	2671	3724	0	1	RockCrab Camelot



//END SLAYER
/*Brimhaven*/
spawn - 2026	2629	9507	2	1	Greater demon
spawn - 2026	2639	9506	2	1	Greater demon
spawn - 2026	2644	9501	2	1	Greater demon
spawn - 2026	2633	9493	2	1	Greater demon
spawn - 2026	2632	9487	2	1	Greater demon
spawn - 2026	2631	9479	2	1	Greater demon
spawn - 2026	2638	9477	2	1	Greater demon
spawn - 2026	2649	9476	2	1	Greater demon
spawn - 270	2734	9480	0	1	Bronze
spawn - 270	2733	9493	0	1	Bronze
spawn - 270	2744	9487	0	1	Bronze 	
spawn - 270	2740	9494	0	1	Bronze 
spawn - 273	2737	9418	0	1	Iron Dragon
spawn - 273	2732	9420	0	1	Iron Dragon
spawn - 273	2742	9430	0	1	Iron Dragon
spawn -	273	2739	9454	0	1	Iron Dragon
spawn - 273	2718	9461	0	1	Iron Dragon
spawn - 273	2702	9458	0	1	Iron Dragon
spawn - 273	2710	9450	0	1	Iron Dragon
spawn - 273	2703	9425	0	1	Iron Dragon
spawn - 273	2711	9420	0	1	Iron Dragon
spawn - 274	2714	9433	0	1	Steel Dragon
spawn - 274	2712	9444	0	1	Steel Dragon
spawn - 274	2729	9445	0	1	Steel Dragon
spawn - 274	2729	9458	0	1	Steel Dragon
spawn - 1432	2702	9483	0	1	Black Demon	
spawn - 1432	2701	9489	0	1	Black Demon
spawn - 1432	2708	9487	0	1	Black Demon
spawn - 1432	2710	9480	0	1	Black Demon
spawn - 1432	2719	9484	0	1	Black Demon
spawn - 1432	2713	9485	0	1	Black Demon
spawn - 2075	2644	9494	0	1	Fire Giant
spawn - 2075	2652	9487	0	1	Fire Giant
spawn - 2075	2667	9489	0	1	Fire Giant	
spawn - 2075	2664	9482	0	1	Fire Giant
spawn - 2075	2659	9498	0	1	Fire Giant
spawn - 2075	2657	9480	0	1	Fire Giant
spawn - 2090	2679	9549	0	1	Moss Giant
spawn - 2090	2674	9591	0	1	Moss Giant
spawn - 2090	2671	9544	0	1	Moss Giant
spawn - 2090	2663	9557	0	1	Moss Giant
spawn - 2090	2659	9545	0	1	Moss Giant
spawn - 2090	2681	9588	0	1	Moss Giant
spawn - 2090	2677	9592	0	1	Moss Giant
spawn - 2090	2657	9576	0	1	Moss Giant
spawn - 2090	2643	9574	0	1	Moss Giant
spawn - 2090	2651	9533	0	1	Moss Giant
spawn - 2090	2638	9526	0	1	Moss Giant
spawn - 2090	2645	9486	0	1	Moss Giant
spawn - 2090	2655	9587	0	1	Moss Giant
spawn - 2090	2647	9536	0	1	Moss Giant
spawn - 2090	2638	9544	0	1	Moss Giant
spawn - 2090	2639	9532	0	1	Moss Giant
spawn - 247	2698	9504	0	1	Red Dragon	
spawn - 247	2721	9518	0	1	Red Dragon
spawn - 247	2713	9524	0	1	Red Dragon
spawn - 247	2706	9525	0	1	Red Dragon
spawn - 247	2703	9519	0	1	Red Dragon
spawn - 247	2709	9506	0	1	Red Dragon
//END BRIM
/*Kbd red spiders*/
spawn - 3021	3067	10255	0	1	Poisen Spiders	
spawn - 3021	3068	10258	0	1	Poisen Spiders
spawn - 3021	3069	10255	0	1	Poisen Spiders
//moss
spawn - 891	3164	9880	0	1	Moss Giant
spawn - 891	3164	9877	0	1	Moss Giant
spawn - 891	3156	9907	0	1	Moss Giant
spawn - 891	3160	9903	0	1	Moss Giant
spawn - 891	3158	9900	0	1	Moss Giant
/*Taverly Dungeon*/
spawn - 70	2884	9816	0	1	Skeleton TavDung
spawn - 70	2883	9814	0	1	Skeleton TavDung
spawn - 70	2884	9811	0	1	Skeleton TavDung
spawn - 70	2884	9823	0	1	Skeleton TavDung
spawn - 85	2898	9849	0	1	Ghost TavDung
spawn - 85	2903	9849	0	1	Ghost TavDung
spawn - 85	2908	9849	0	1	Ghost TavDung
spawn - 85	2919	9818	0	1	Ghost TavDung
spawn - 85	2924	9818	0	1	Ghost TavDung
spawn - 2878	2931	9850	0	1	ChaosDruid TavDung
spawn - 2878	2930	9848	0	1	ChaosDruid TavDung
spawn - 2878	2932	9846	0	1	ChaosDruid TavDung
spawn - 2878	2934	9846	0	1	ChaosDruid TavDung
spawn - 2878	2937	9848	0	1	ChaosDruid TavDung
spawn - 2878	2934	9849	0	1	ChaosDruid TavDung
spawn - 2878	2931	9844	0	1	ChaosDruid TavDung
spawn - 2878	2929	9845	0	1	ChaosDruid TavDung
spawn - 2834	2912	9837	0	1	GiantBat TavDung
spawn - 2834	2910	9841	0	1	GiantBat TavDung
spawn - 2834	2908	9828	0	1	GiantBat TavDung
spawn - 2834	2918	9829	0	1	GiantBat TavDung
spawn - 2834	2923	9831	0	1	GiantBat TavDung
spawn - 1545	2903	9693	0	1	BlackKnight TavDung
spawn - 1545	2907	9690	0	1	BlackKnight TavDung
spawn - 1545	2903	9693	0	1	BlackKnight TavDung
spawn - 1545	2911	9691	0	1	BlackKnight TavDung
spawn - 1545	2916	9694	0	1	BlackKnight TavDung
spawn - 1545	2918	9681	0	1	BlackKnight TavDung
spawn - 1545	2916	9693	0	1	BlackKnight TavDung
spawn - 1545	2900	9688	0	1	BlackKnight TavDung
spawn - 2844	2958	9781	0	1	MagicAxes TavDung
spawn - 2844	2958	9785	0	1	MagicAxes TavDung
spawn - 2844	2961	9779	0	1	MagicAxes TavDung
spawn - 2844	2964	9780	0	1	MagicAxes TavDung

spawn - 2006	2932	9809	0	1	Lessers TavDung
spawn - 2006	2929	9805	0	1	Lessers TavDung
spawn - 2006	2932	9779	0	1	Lessers TavDung
spawn - 2006	2936	9794	0	1	Lessers TavDung
spawn - 2006	2935	9789	0	1	Lessers TavDung
spawn - 291	2918	9758	0	1	ChaosDwarf TavDung
spawn - 291	2921	9758	0	1	ChaosDwarf TavDung
spawn - 291	2925	9761	0	1	ChaosDwarf TavDung
spawn - 291	2895	9769	0	1	ChaosDwarf TavDung
spawn - 291	2893	9771	0	1	ChaosDwarf TavDung
spawn - 291	2897	9767	0	1	ChaosDwarf TavDung
spawn - 268	2900	9801	0	1	BlueDrag TavDung
spawn - 268	2895	9797	0	1	BlueDrag TavDung
spawn - 268	2900	9801	0	1	BlueDrag TavDung
spawn - 1432	2862	9769	0	1	BlackDemon TavDung
spawn - 1432	2859	9781	0	1	BlackDemon TavDung
spawn - 1432	2870	9776	0	1	BlackDemon TavDung
spawn - 1432	2870	9772	0	1	BlackDemon TavDung
spawn - 1432	2861	9783	0	1	BlackDemon TavDung
spawn - 1432	3852	9780	0	1	BlackDemon TavDung
spawn - 252	2835	9824	0	1	BlackDragon TavDung
spawn - 252	2840	9825	0	1	BlackDragon TavDung
spawn - 135	2869	9836	0	1	HellHound TavDung
spawn - 135	2868	9840	0	1	HellHound TavDung
spawn - 135	2857	9836	0	1	HellHound TavDung
spawn - 135	2860	9837	0	1	HellHound TavDung
spawn - 135	2856	9841	0	1	HellHound TavDung
spawn - 135	2856	9848	0	1	HellHound TavDung
spawn - 135	2853	9833	0	1	HellHound TavDung

/*Edgeville dungeon*/
spawn - 2883	3129	9930	0	1	Thug
spawn - 2883	3132	9932	0	1	Thug
spawn - 2883	3125	9929	0	1	Thug
spawn - 2878	3117	9931	0	1	Chaos druid
spawn - 2878	3114	9930	0	1	Chaos druid
spawn - 2878	3112	9928	0	1	Chaos druid
spawn - 2878	3113	9926	0	1	Chaos druid
spawn - 2878	3110	9930	0	1	Chaos druid
spawn - 2878	3111	9934	0	1	Chaos druid
spawn - 2878	3111	9937	0	1	Chaos druid
spawn - 2878	3110	9941	0	1	Chaos druid
spawn - 2878	3106	9943	0	1	Chaos druid
spawn - 2878	3105	9941	0	1	Chaos druid
spawn - 2878	3105	9936	0	1	Chaos druid
spawn - 1432	3095	9957	0	1	Black Demon
spawn - 1432	3086	9959	0	1	Black Demon
spawn - 1432	3085	9954	0	1	Black Demon
spawn - 2840	3120	9971	0	1	Earth warior
spawn - 2840	3121	9974	0	1	Earth warior
spawn - 2840	3124	9974	0	1	Earth warior
spawn - 2840	3120	9979	0	1	Earth warior
spawn - 2840	3118	9989	0	1	Earth warior
spawn - 2840	3122	9988	0	1	Earth warior
spawn - 2840	3121	9992	0	1	Earth warior
spawn - 26	3140	9912	0	1	Zombie
spawn - 26	3142	9901	0	1	Zombie
spawn - 26	3148	9903	0	1	Zombie
spawn - 26	3140	9893	0	1	Zombie
spawn - 26	3145	9883	0	1	Zombie
spawn - 3049	3132	9874	0	1	Hobgoblin
spawn - 3049	3123	9875	0	1	Hobgoblin
spawn - 3049	3123	9880	0	1	Hobgoblin
spawn - 3049	3117	9870	0	1	Hobgoblin
spawn - 3049	3118	9868	0	1	Hobgoblin
spawn - 26	3128	9862	0	1	Zombie
spawn - 26	3125	9864	0	1	Zombie
spawn - 26	3117	9860	0	1	Zombie
spawn - 26	3117	9863	0	1	Zombie
spawn - 2840	3125	9993	0	1	Earth warior

//Lumbridge
spawn -	3078	3223	3208	0	1	Man	
spawn - 3078	3221	3223	0	1	Man
spawn - 505	3231	3203	0	1	Bob axe shop
spawn - 3077	3222	3222	0	1	Hans
spawn - 3078	3231	3207	0	1	Man
spawn - 3078	3231	3207	0	1	Man
spawn - 506	3212	3247	0	1	General store
spawn - 506	3212	3245	0	1	General store assistant
spawn - 2484	3226	3261	0	1	Goblin
spawn - 2484	3227	3264	0	1	Goblin
spawn -	2484	3229	3264	0	1	Goblin
spawn - 2484	3226	3270	0	1	Goblin
